from,to,volume,EstimatedTT,from,to,length,CO2,lengthm
8786281558,925917408,5.07,429.0,8786281558,925917408,10728.862,10956.122877064337,6.666603709802
954394619,925917408,40.6,4801.2,954394619,925917408,80015.466,655962.7679758021,49.719290123886005
1894383018,8786281558,0.0,90.6,1894383018,8786281558,2260.965,0.0,1.4048980830150002
8786281559,8786281558,0.0,265.79999999999995,8786281559,8786281558,6640.14,0.0,4.12599043194
1894383018,954394619,40.09,4408.8,1894383018,954394619,73477.122,594793.7157115351,45.656552774262
1328613249,954394619,79.63,223.8,1328613249,954394619,3732.253,60005.05576721962,2.319113778863
8786281559,1894383018,0.0,849.0,8786281559,1894383018,14149.504,0.0,8.792091449984001
8267339065,1328613249,132.76,2709.6,8267339065,1328613249,67735.484,1811180.2731415527,42.088865428564
760307160,8267339065,333.15,934.8,760307160,8267339065,23365.231,1567770.918317879,14.518476951701
1296398101,8267339065,157.72,310.2,1296398101,8267339065,7750.651,246197.37872701295,4.816029762521
3450729711,8786281559,0.0,9.0,3450729711,8786281559,152.729,0.0,0.09490137145900002
3143306731,3450729711,0.0,12.6,3143306731,3450729711,206.242,0.0,0.128152797782
3450729711,3143306731,0.0,12.0,3450729711,3143306731,199.493,0.0,0.123959164903
410561136,210294447,84.83,315.0,410561136,210294447,7869.804,134452.19994767313,4.890067981284
1296398101,410561136,73.66,72.0,1296398101,410561136,1197.665,17818.016125327165,0.744194298715
1355528868,410561136,0.0,36.0,1355528868,410561136,596.879,0.0,0.37088330110900003
1355528868,1296398101,0.0,65.4,1355528868,1296398101,1085.41,0.0,0.67444229711
1254651770,760307160,299.3,307.2,1254651770,760307160,4262.504,268368.36756228533,2.648596372984
410563652,760307160,55.13,172.79999999999998,410563652,760307160,4317.937,47943.09729972419,2.683040831627
1254651791,1254651770,215.82,264.6,1254651791,1254651770,6614.905,287538.22523729154,4.110310134755
2143889519,1254651770,512.12,190.8,2143889519,1254651770,2651.681,285518.33659777715,1.647677674651
